,Gene,PA1,PA2,PA3,PA4,PA5,HC06,HC07,HC1,HC15,HC23
22229,HOXA10,2,5,0,2,1,1,0,0,1,0
22230,HOXA11,0,0,0,1,0,0,0,0,0,0
22231,HOXA11-AS,0,0,0,0,1,0,0,0,0,0
22232,HOXA13,0,0,0,0,0,0,0,0,0,0
22233,HOTTIP,0,0,0,0,0,0,0,0,0,0
22234,EVX1-AS,0,0,0,0,0,0,0,0,0,0
22235,EVX1,0,0,0,0,0,0,0,0,0,0
22236,HIBADH,49,103,66,20,36,55,27,46,52,84
22237,TSL,5,0,2,1,0,0,0,0,0,0
22238,TAX1BP1,6417,5212,7933,5430,5873,5744,6349,6118,4921,6815
22239,JAZF1,489,522,315,1339,1460,1302,1546,1644,1582,2178
22240,JAZF1-AS1,0,0,0,0,3,1,0,1,0,0
22241,CREB5,21340,15175,15348,34210,22716,18611,20623,19732,18185,13359
22242,TRIL,0,0,0,0,0,0,0,0,0,0
22243,LOC100506497,0,0,0,0,1,0,0,0,1,0
22244,CPVL,639,151,755,99,403,147,17,9,48,146
22245,LOC101928168,0,0,0,1,0,0,0,0,0,0
22246,CHN2,15,1,48,7,47,26,7,2,12,14
22247,LOC102724484,0,0,0,0,0,0,0,0,0,0
22248,PRR15,1,0,3,0,0,0,0,0,0,0
22249,LOC646762,1,17,3,16,24,19,22,31,12,30
22250,MIR550A3,0,0,0,0,0,1,0,0,0,0
22251,ZNRF2P2,0,0,0,0,0,0,0,0,0,0
22252,DPY19L2P3,0,0,0,0,0,1,1,0,0,0
22253,WIPF3,5,0,0,1,0,1,1,1,0,2
22254,SCRN1,8,83,114,72,190,203,136,116,96,196
22255,FKBP14,14,3,1,14,13,21,10,6,4,11
22256,PLEKHA8,3,0,16,27,33,23,23,31,23,32
22257,MTURN,307,245,205,1186,1573,1877,1523,1943,1557,2129
22258,ZNRF2,214,275,113,928,1042,1203,845,970,783,1099
22259,MIR550A1,0,0,0,0,0,0,0,0,0,0
22260,MIR550B1,0,0,0,0,0,0,0,0,0,0
22261,DKFZP586I1420,974,505,606,520,607,358,568,440,345,536
22262,LINC01176,345,150,110,140,199,131,76,88,146,123
22263,NOD1,291,332,188,240,550,347,415,426,289,303
22264,GGCT,43,62,14,46,47,40,26,28,71,41
22265,LOC401320,451,322,333,929,1353,1346,1003,1247,1262,898
22266,GARS,316,563,263,346,548,560,535,549,512,676
22267,CRHR2,0,0,0,0,0,0,0,1,1,1
22268,INMT,452,272,514,99,102,136,112,153,192,140
22269,INMT-FAM188B,0,0,0,0,0,0,0,0,0,0
22270,FAM188B,0,0,0,0,0,0,0,0,0,0
22271,AQP1,0,0,0,0,0,0,0,1,1,0
22272,GHRHR,0,0,0,0,0,0,0,0,0,0
22273,ADCYAP1R1,0,0,0,0,0,0,0,0,0,0
22274,NEUROD6,0,0,0,0,0,0,0,0,0,0
22275,CCDC129,0,0,0,0,0,0,0,0,0,0
22276,PPP1R17,0,0,0,1,1,0,1,0,0,2
22277,PDE1C,0,0,0,1,2,1,3,0,0,2
22278,LOC100130673,0,0,0,0,0,0,0,0,0,0
22279,LSM5,109,70,285,37,29,30,22,19,30,39
22280,AVL9,1170,1171,919,2496,2514,2162,2301,2702,1872,2330
22281,DPY19L1P1,6,10,20,19,27,8,10,16,12,13
22282,ZNRF2P1,0,0,0,2,15,6,5,7,4,10
22283,MIR550A2,0,0,0,0,0,0,0,0,0,0
22284,MIR550B2,0,0,0,0,0,0,0,0,0,0
22285,LINC00997,3,39,5,49,62,41,41,36,30,76
22286,KBTBD2,4777,4575,4161,4821,4820,4990,4283,4305,4823,4487
22287,RP9P,23,2,51,29,26,20,33,29,36,44
22288,FKBP9,327,314,416,149,137,235,294,292,159,209
22289,NT5C3A,5761,4125,7066,3235,3546,2265,3236,2095,3943,1884
22290,RP9,31,63,56,22,32,38,31,22,52,47
22291,BBS9,49,60,59,46,56,59,77,65,57,67
22292,BMPER,0,0,0,0,0,0,0,0,0,0
22293,NPSR1-AS1,0,0,0,0,0,0,0,0,0,0
22294,NPSR1,0,0,0,0,0,0,0,0,0,0
22295,DPY19L1,39,66,35,119,130,168,131,140,56,103
22296,DPY19L2P1,0,0,0,1,0,0,0,1,0,0
22297,TBX20,0,0,0,0,0,0,0,0,0,0
22298,LOC401324,0,0,0,0,0,0,0,0,0,0
22299,HERPUD2,2512,2028,2886,3387,4746,4533,4097,4072,4090,4529
22300,LOC100506725,0,0,0,0,0,0,0,0,0,0
22301,SEPT7-AS1,6,0,4,1,1,7,3,3,0,7
22302,SEPT7,6096,4584,7962,6213,6385,6839,7314,6343,5892,7635
22303,LOC101928618,0,0,0,0,0,1,0,0,0,0
22304,EEPD1,1498,2842,1179,2335,2088,3401,2930,2724,3166,3511
22305,KIAA0895,11,7,20,31,38,25,39,28,36,44
22306,ANLN,5,0,36,15,28,5,7,12,3,20
22307,AOAH,6072,6966,10053,4795,5956,5187,7061,4760,5231,7010
22308,AOAH-IT1,28,58,82,60,92,48,81,35,17,92
22309,ELMO1,2180,2366,2308,2785,2960,4076,4230,3699,3652,4401
22310,MIR1200,8,0,0,0,0,1,0,0,0,0
22311,ELMO1-AS1,3,28,4,8,5,3,6,2,1,0
22312,GPR141,162,494,179,423,234,449,535,366,230,138
22313,NME8,199,458,218,413,369,276,402,211,279,217
22314,SFRP4,0,0,0,7,1,1,1,3,0,0
22315,EPDR1,11,57,0,0,3,2,0,0,1,0
22316,STARD3NL,1191,1028,2207,847,967,1032,1165,1414,1185,1406
22317,TARP,50,16,125,26,36,69,26,16,16,96
22318,TRG-AS1,5,0,13,14,9,31,6,23,23,26
22319,AMPH,6,0,1,2,5,4,1,1,3,3
22320,FAM183B,5,0,0,2,6,3,1,3,5,3
22321,VPS41,1266,793,1269,1320,1657,1766,1541,1756,1456,2230
22322,POU6F2,0,0,0,0,0,0,0,0,0,0
22323,POU6F2-AS1,0,0,0,0,0,0,0,0,0,0
22324,YAE1D1,15,0,13,2,8,2,4,1,2,6
22325,RALA,282,195,276,176,265,240,236,242,220,344
22326,LINC00265,57,6,8,213,150,194,190,218,124,189
22327,CDK13,621,497,486,2431,2617,2641,2516,2468,1710,2559
22328,MPLKIP,549,837,1078,144,151,217,150,177,270,258
22329,SUGCT,17,2,10,8,4,9,3,6,11,16
22330,LINC01450,0,0,0,0,1,0,0,0,0,0
22331,LINC01449,0,0,0,0,0,0,0,0,0,0
22332,INHBA,18,4,35,6,18,4,6,6,13,21
22333,INHBA-AS1,0,0,0,1,1,0,0,1,1,2
22334,GLI3,0,0,0,0,0,1,0,0,0,0
22335,LINC01448,14,6,9,10,8,6,9,7,20,11
22336,C7orf25,164,197,820,439,342,389,563,397,551,390
22337,PSMA2,2771,3660,5764,696,658,820,950,633,923,814
22338,MRPL32,142,85,499,63,90,92,57,63,78,108
22339,HECW1,0,0,0,0,0,0,1,0,0,0
22340,MIR3943,0,0,0,0,0,0,0,0,0,0
22341,LOC100506895,0,0,0,0,0,0,0,0,0,0
22342,STK17A,1094,2079,1691,3164,3289,3902,4574,3385,4412,3346
22343,COA1,741,625,1390,826,924,1469,772,1321,757,694
22344,BLVRA,230,763,581,58,152,263,290,105,188,334
22345,MRPS24,0,0,0,1,0,0,0,0,0,0
22346,URGCP-MRPS24,0,0,0,0,0,0,0,0,0,0
22347,URGCP,14,47,24,15,35,39,21,18,19,50
22348,UBE2D4,90,105,129,23,30,29,31,37,35,32
22349,POLR2J4,279,266,314,316,485,507,483,503,416,581
22350,SPDYE1,180,188,85,146,196,151,112,127,178,164
22351,RASA4CP,50,74,42,63,112,84,117,71,209,132
22352,LINC00957,48,161,63,133,297,259,361,407,299,305
22353,DBNL,4525,9050,5065,4951,5282,8200,7501,9188,4996,8368
22354,MIR6837,3,0,7,6,2,3,1,2,2,2
22355,PGAM2,347,189,131,1646,1886,1592,1261,1491,1128,806
22356,POLM,404,394,360,1021,1292,1422,1409,1596,1470,1646
22357,MIR6838,0,0,0,0,0,0,0,0,0,0
22358,AEBP1,4,0,0,4,15,9,2,9,7,14
22359,MIR4649,0,0,0,0,0,0,0,0,0,0
22360,POLD2,26,0,53,16,21,36,19,15,13,23
22361,MYL7,0,0,0,0,0,0,0,0,0,0
22362,GCK,0,0,0,0,0,0,0,0,0,2
22363,YKT6,842,1929,1092,1608,1940,2453,2257,2050,1948,2415
22364,CAMK2B,0,0,0,1,4,0,0,1,0,2
22365,NUDCD3,186,60,233,304,406,426,336,428,322,525
22366,NPC1L1,0,0,0,0,1,4,0,2,0,1
22367,DDX56,227,182,177,275,315,423,300,343,252,467
22368,TMED4,2606,2823,4598,878,1063,1352,920,1325,1188,1595
22369,OGDH,599,698,508,2124,2113,2811,2699,2813,2091,2646
22370,ZMIZ2,254,201,82,1204,1039,1454,1115,1394,941,1533
22371,PPIA,960,1057,1370,768,1092,1384,911,770,1080,1574
22372,H2AFV,1485,1575,2382,1167,1209,1491,1394,1443,1583,1993
22373,PURB,786,568,316,2780,2767,2663,2676,2276,1588,2782
22374,MIR4657,0,0,0,0,0,0,0,0,0,0
22375,MYO1G,376,1087,352,1745,1785,3010,3081,2575,2187,2705
22376,SNHG15,113,92,123,36,57,43,26,26,39,45
22377,SNORA9,0,0,1,2,9,0,3,0,0,4
22378,CCM2,3152,5068,2803,5176,4603,8262,7798,5882,9935,7695
22379,NACAD,0,0,0,1,7,3,0,3,2,2
22380,TBRG4,112,61,71,74,119,135,90,96,88,179
22381,SNORA5A,0,0,0,0,0,1,1,0,0,0
22382,SNORA5C,0,0,0,3,1,2,1,0,0,1
22383,SNORA5B,0,0,0,0,1,0,0,0,0,1
22384,RAMP3,0,22,0,6,4,3,3,3,0,1
22385,ADCY1,0,0,0,0,0,0,0,0,0,1
22386,SEPT7P2,9,22,43,32,63,32,34,27,27,53
22387,IGFBP1,0,0,2,0,0,0,0,0,0,0
22388,IGFBP3,14,1,0,0,2,9,3,0,0,3
22389,TNS3,8,34,15,21,71,47,8,2,4,28
22390,LINC01447,18,28,22,52,64,70,46,55,52,66
22391,C7orf65,1,0,0,0,0,0,0,0,0,0
22392,LINC00525,0,0,0,0,0,0,0,0,0,0
22393,PKD1L1,25,0,0,10,4,7,12,15,4,6
22394,C7orf69,0,0,0,0,0,0,0,0,0,0
22395,HUS1,99,3,148,64,74,113,131,123,63,110
22396,SUN3,0,0,0,0,0,0,0,0,0,0
22397,C7orf57,0,0,8,0,0,0,0,3,0,1
22398,UPP1,1080,3338,1281,894,710,580,1505,667,1147,599
22399,ABCA13,23,105,70,88,109,32,14,43,33,72
22400,CDC14C,0,0,0,0,0,2,0,0,0,3
22401,VWC2,0,0,0,0,0,0,0,0,0,0
22402,ZPBP,0,0,0,0,0,0,0,0,0,0
22403,C7orf72,0,0,0,0,0,0,0,0,0,0
22404,IKZF1,3289,3614,2830,10473,8904,9221,10667,11036,8697,9126
22405,FIGNL1,0,2,40,12,19,25,19,13,16,32
22406,DDC,0,0,0,1,0,0,0,0,0,0
22407,DDC-AS1,0,0,0,0,0,0,0,0,0,0
22408,GRB10,67,142,111,192,323,674,456,299,427,583
22409,COBL,0,0,0,0,0,0,0,0,0,1
22410,POM121L12,0,0,0,0,0,0,0,0,0,0
22411,LINC01446,0,0,0,0,0,0,0,0,0,0
22412,HPVC1,0,0,0,0,0,0,0,0,0,0
22413,LINC01445,0,0,0,0,0,0,0,0,0,0
22414,VSTM2A,0,0,0,0,0,0,0,0,0,0
22415,VSTM2A-OT1,0,0,0,0,0,0,0,0,0,0
22416,SEC61G,140,145,324,71,107,86,109,79,118,122
22417,LOC100996654,9,0,0,0,0,0,0,1,0,1
22418,EGFR,0,0,0,0,0,0,0,0,0,0
22419,EGFR-AS1,0,0,0,0,0,1,0,0,0,0
22420,ELDR,0,0,0,0,0,0,0,0,0,0
22421,LANCL2,57,3,26,28,53,61,43,29,57,43
22422,VOPP1,1010,1950,1201,2348,4040,4491,4971,2450,4088,4377
22423,FKBP9P1,27,34,26,12,9,9,13,13,9,10
22424,SEPT14,42,20,40,376,233,296,353,115,278,214
22425,ZNF713,7,3,1,5,11,17,16,5,14,15
22426,MRPS17,17,18,39,11,13,9,8,6,12,10
22427,GBAS,278,162,766,289,310,409,426,306,326,546
22428,PSPH,40,12,12,13,19,17,18,8,38,11
22429,CCT6A,398,227,377,215,357,352,292,212,206,564
22430,SNORA15,0,0,0,0,0,1,1,1,3,3
22431,SUMF2,80,63,121,45,128,119,75,102,92,162
22432,PHKG1,10,0,0,28,48,23,33,26,50,45
22433,CHCHD2,1880,2217,2263,1748,1998,2129,1962,1438,2983,2633
22434,NUPR1L,0,0,0,0,0,0,0,0,0,0
22435,LOC650226,0,0,0,0,0,0,0,0,1,0
22436,LOC100240728,0,0,0,0,0,0,0,0,0,0
22437,DKFZp434L192,0,0,0,0,0,0,0,0,0,0
22438,LOC101928401,0,0,0,0,0,0,0,0,0,0
22439,LOC401357,0,1,0,0,0,0,0,0,1,0
22440,LOC100130849,0,0,0,0,0,0,0,0,0,0
22441,MIR4283-1,0,0,0,0,0,0,0,0,0,0
22442,MIR4283-2,0,0,0,0,0,0,0,0,0,0
22443,ZNF479,0,0,0,0,0,0,0,0,0,0
22444,GUSBP10,0,0,0,0,0,0,0,0,0,0
22445,LOC100653233,0,0,0,0,0,0,0,0,0,0
22446,MIR3147,0,0,0,0,0,0,0,0,0,0
22447,ZNF716,0,0,0,0,0,0,0,0,0,0
22448,ZNF733P,0,0,0,0,0,0,0,0,0,0
22449,LOC100287834,0,0,0,0,0,0,0,0,0,0
22450,LOC100287704,0,0,0,0,0,0,0,0,0,0
22451,LINC01005,0,0,0,0,0,0,0,0,0,0
22452,ZNF727,0,0,1,0,0,0,0,1,0,0
22453,ZNF735,0,0,0,0,0,0,0,0,0,0
22454,ZNF679,0,0,0,0,0,0,0,0,0,0
22455,ZNF736,63,1,23,60,56,63,99,54,41,110
22456,YWHAEP1,0,0,0,0,0,0,0,0,0,0
22457,ZNF680,48,58,52,76,84,36,52,56,97,49
22458,LOC100128885,0,0,0,0,0,0,0,0,0,0
22459,LOC641746,0,0,0,0,0,0,0,0,0,0
22460,ZNF107,2128,1475,1077,6812,3287,1611,4354,2783,5717,2096
22461,MIR6839,0,0,0,1,0,0,0,0,1,0
22462,ZNF138,242,196,128,201,88,80,158,92,292,80
22463,ZNF273,159,203,113,197,150,112,164,125,185,136
22464,ZNF117,3223,1461,1753,7583,5566,6992,3530,11861,3076,7712
22465,ERV3-1,1386,757,786,2633,1605,2407,1124,5420,703,2951
22466,CCT6P3,780,389,354,563,238,217,153,377,328,379
22467,ZNF92,85,5,75,242,203,179,233,180,156,259
22468,LOC441242,47,43,27,18,5,18,18,4,11,32
22469,INTS4P2,15,38,17,20,24,28,21,15,8,31
22470,CCT6P1,163,132,133,95,107,89,76,92,120,166
22471,SNORA22,0,0,0,2,2,3,1,1,0,2
22472,VKORC1L1,72,2,38,113,179,192,132,412,156,270
22473,GUSB,251,547,441,319,573,600,434,724,557,816
22474,ASL,362,928,620,328,419,730,462,433,597,705
22475,CRCP,256,476,200,812,813,1037,678,1125,760,1184
22476,TPST1,610,1008,1205,479,599,2186,635,670,1308,1092
22477,LINC00174,100,140,23,261,332,338,172,353,252,327
22478,GS1-124K5.11,396,395,493,261,340,395,315,303,261,406
22479,KCTD7,27,203,14,92,124,106,80,132,54,156
22480,LOC100996437,1,2,17,5,7,10,14,4,0,10
22481,RABGEF1,1493,2381,1663,1002,849,870,962,914,798,1016
22482,GTF2IRD1P1,0,12,1,1,0,0,1,1,0,0
22483,TMEM248,680,1057,1041,1470,1840,2150,1815,1818,1836,2468
22484,SBDS,580,320,719,536,539,558,630,320,502,776
22485,TYW1,30,1,36,56,74,84,44,72,53,140
22486,MIR4650-1,0,0,0,0,0,0,0,0,0,0
22487,MIR4650-2,0,0,0,0,0,0,0,0,0,0
22488,PMS2P4,72,0,26,17,31,25,18,23,21,46
22489,STAG3L4,183,278,199,70,94,74,78,45,68,137
22490,LINC01372,3,1,1,1,2,7,3,5,3,6
22491,LOC102723427,0,0,0,0,0,0,0,0,0,0
22492,LOC100507468,0,0,0,0,0,0,0,0,0,0
22493,AUTS2,7,0,0,10,11,17,2,7,9,36
22494,WBSCR17,0,0,0,0,0,0,0,0,0,0
22495,MIR3914-1,0,0,0,0,0,0,0,0,0,0
22496,MIR3914-2,0,0,0,0,0,0,0,0,0,0
22497,CALN1,0,0,0,1,1,0,0,0,0,0
22498,TYW1B,18,47,40,52,66,83,21,47,24,122
22499,SBDSP1,62,136,111,60,108,81,96,60,68,171
22500,SPDYE7P,51,21,8,56,74,43,41,52,62,65
22501,POM121,418,757,256,1703,1869,3193,2493,2615,1334,2800
22502,NSUN5P2,7,0,9,8,5,12,9,14,8,18
22503,TRIM73,0,0,0,0,0,0,0,0,0,0
22504,TRIM74,0,0,0,0,0,0,0,0,0,0
22505,LOC541473,0,0,1,3,4,6,2,4,1,6
22506,LOC100101148,0,0,0,0,0,0,0,0,0,0
22507,STAG3L3,177,200,120,54,63,99,71,96,75,144
22508,PMS2P7,37,80,22,40,37,78,46,62,26,49
22509,SPDYE8P,64,102,105,93,138,110,64,111,124,93
22510,GTF2IP4,0,0,0,0,0,0,0,0,0,0
22511,GTF2IP1,2364,2456,1554,6451,6560,9712,8369,8958,7235,8062
22512,NCF1B,15028,23865,13754,19993,16408,26343,22579,25722,42234,18351
22513,NSUN5,418,1395,388,462,376,758,706,764,929,578
22514,TRIM50,0,0,0,2,5,11,6,4,4,4
22515,FKBP6,13,23,6,8,4,15,6,9,7,8
22516,FZD9,0,0,0,3,3,8,4,9,2,8
22517,BAZ1B,173,123,140,478,626,847,593,680,473,1002
22518,BCL7B,420,458,550,604,1009,1092,1062,861,933,1266
22519,TBL2,68,173,116,76,115,124,99,97,85,116
22520,MLXIPL,0,0,0,0,0,0,0,0,0,0
22521,VPS37D,0,0,0,0,0,0,1,0,0,0
22522,DNAJC30,0,118,34,3,24,23,9,10,10,33
22523,WBSCR22,80,55,284,56,74,94,74,60,52,109
22524,STX1A,0,0,0,1,17,6,1,3,4,4
22525,MIR4284,0,0,0,0,0,0,0,0,0,0
22526,ABHD11-AS1,0,0,0,8,9,5,9,1,4,0
22527,ABHD11,452,413,550,259,362,454,285,241,440,284
22528,CLDN3,0,0,0,2,0,0,0,0,0,0
22529,CLDN4,0,0,0,0,0,0,0,0,0,3
22530,WBSCR27,0,0,0,0,1,2,2,0,1,12
22531,WBSCR28,0,0,0,0,0,0,0,0,0,0
22532,ELN,0,0,0,0,0,0,0,0,0,0
22533,LIMK1,16,48,64,664,1416,938,2886,1555,2508,925
22534,EIF4H,4361,4499,5245,4693,5455,6578,8023,6168,6083,7502
22535,MIR590,0,0,2,20,12,25,17,29,4,11
22536,LAT2,18737,22085,20766,12200,14436,18481,17793,17726,18118,15141
22537,RFC2,1437,1154,1306,527,586,932,864,843,771,791
22538,CLIP2,20,0,0,61,116,118,55,95,63,186
22539,GTF2IRD1,0,0,0,0,0,0,0,0,1,0
22540,GTF2I,2115,2141,1262,4751,4584,6864,6158,6730,6111,5606
22541,LOC101926943,0,4,0,0,0,0,0,0,0,1
22542,NCF1,35414,66703,41801,48037,39709,72234,65798,73133,98622,55642
22543,GTF2IRD2,54,155,236,118,87,161,159,143,149,170
22544,STAG3L2,163,165,164,68,56,118,68,89,83,114
22545,PMS2P5,34,50,15,81,91,135,97,139,86,99
22546,GATSL2,967,742,781,719,684,1184,1121,967,605,1229
22547,WBSCR16,11,52,0,12,18,40,10,13,24,23
22548,GTF2IRD2B,67,84,180,233,142,206,233,254,183,216
22549,NCF1C,26317,37143,25527,27299,25338,48674,40333,45782,64898,34537
22550,PMS2P2,2,0,0,1,0,3,3,4,1,1
22551,STAG3L1,207,174,127,40,62,74,62,78,74,119
22552,NSUN5P1,52,43,8,87,57,78,61,81,89,85
22553,POM121C,950,1006,409,2576,2318,3588,3026,3991,2290,3130
22554,SPDYE5,86,69,35,101,132,83,54,74,107,118
22555,PMS2P3,18,1,19,29,38,37,38,52,18,51
22556,HIP1,1865,1198,907,11401,5357,12144,2982,12609,9175,1650
22557,CCL26,0,0,0,0,0,0,0,0,0,0
22558,CCL24,0,0,0,0,0,1,0,0,0,0
22559,RHBDD2,1519,2047,2036,1342,1572,2450,2349,2104,2468,3317
22560,POR,607,2536,645,3196,1740,3011,3982,3503,3242,2638
22561,MIR4651,2,1,1,1,0,0,0,1,0,2
22562,SNORA14A,2,0,0,0,0,0,2,1,1,0
22563,TMEM120A,2808,5013,3748,2934,2562,4134,3612,3738,4208,3633
22564,STYXL1,1238,3050,1368,377,512,533,638,439,532,871
22565,MDH2,607,599,886,371,614,850,740,787,698,1103
22566,SRRM3,0,0,0,0,0,0,0,0,0,0
22567,HSPB1,26,75,51,13,53,45,17,8,34,33
22568,YWHAG,219,119,84,738,871,729,682,845,448,1037
22569,SSC4D,0,0,0,1,1,1,0,0,3,1
22570,ZP3,39,38,64,17,14,21,36,10,24,21
22571,DTX2,890,836,378,1878,2226,2877,3074,2560,2790,2892
22572,FDPSP2,291,107,97,43,42,29,41,43,51,41
22573,UPK3B,143,132,91,174,228,224,197,174,304,291
22574,LOC100133091,13,0,16,27,37,20,45,34,23,50
22575,POMZP3,44,40,33,56,73,84,84,35,82,67
22576,DTX2P1-UPK3BP1-PMS2P11,24,65,22,193,196,286,359,367,119,234
22577,PMS2P9,45,25,40,200,218,187,172,209,146,237
22578,CCDC146,503,388,651,1196,912,988,692,558,1540,643
22579,FGL2,26640,17214,36377,27976,48132,49645,33262,33575,39664,42981
22580,GSAP,569,431,333,718,503,436,348,264,625,349
22581,LOC101927243,4,0,0,0,0,0,3,0,3,1
22582,PTPN12,4475,4006,1936,11961,11742,11636,11279,9998,8732,11781
22583,APTR,447,593,594,188,160,199,130,231,236,176
22584,RSBN1L,1046,1059,1147,3175,2992,2999,3137,2824,3584,2775
22585,TMEM60,742,822,870,283,256,267,236,276,519,267
22586,PHTF2,313,16,281,341,406,365,268,398,270,376
22587,MAGI2,0,0,0,2,7,0,0,1,1,2
22588,RPL13AP17,0,0,0,0,0,0,0,0,0,0
22589,MAGI2-AS2,0,0,0,0,0,0,0,0,0,0
22590,MAGI2-AS3,0,0,0,15,7,0,0,0,2,3
22591,GNAI1,0,1,3,7,5,4,2,2,6,5
22592,LOC101927269,0,0,0,0,0,0,0,0,0,0
22593,GNAT3,0,0,0,0,0,0,0,0,0,0
22594,CD36,470,98,1002,141,581,241,28,34,68,143
22595,SEMA3C,138,81,144,285,532,383,145,325,110,264
22596,LOC100128317,0,0,0,0,0,0,0,0,0,0
22597,HGF,68,0,92,72,71,80,76,103,63,56
22598,CACNA2D1,0,0,0,0,0,1,0,1,0,1
22599,LOC101927356,0,0,0,0,0,0,0,0,0,0
22600,PCLO,0,0,1,0,0,1,0,0,0,0
22601,SEMA3E,124,132,90,38,33,36,50,28,66,39
22602,SEMA3A,0,0,0,0,1,1,0,0,0,1
22603,LOC101927378,0,0,0,0,0,0,0,0,0,0
22604,SEMA3D,0,0,0,0,0,0,0,1,0,0
22605,GRM3,0,0,0,0,0,0,0,0,0,0
22606,KIAA1324L,17,13,9,4,2,8,3,3,2,11
22607,DMTF1,816,614,849,1414,1768,1162,1170,1273,1006,1582
22608,TMEM243,258,131,443,167,172,161,173,118,332,227
22609,TP53TG1,42,139,118,24,34,35,33,33,42,26
22610,CROT,38,46,18,32,26,24,26,31,38,49
22611,ABCB4,0,0,2,0,1,4,1,0,0,0
22612,ABCB1,0,0,0,5,8,8,0,2,1,11
22613,RUNDC3B,12,71,38,9,7,5,16,6,9,8
22614,SLC25A40,167,476,269,555,407,586,489,625,353,373
22615,DBF4,24,36,83,34,47,60,40,31,37,68
22616,ADAM22,5,33,9,29,26,18,24,15,13,13
22617,SRI,1287,2776,3034,552,490,574,589,498,759,450
22618,LOC102723885,1,0,14,1,5,2,1,2,0,2
22619,STEAP4,14009,6246,12902,31151,24444,26820,25928,33108,19364,13925
22620,ZNF804B,0,0,0,0,0,0,0,1,0,0
22621,C7orf62,0,0,0,0,0,0,0,0,0,0
22622,STEAP2-AS1,0,0,0,0,0,0,0,0,0,0
22623,DPY19L2P4,0,0,0,0,2,1,0,2,0,4
22624,STEAP1,0,0,0,0,0,0,0,0,0,0
22625,STEAP2,40,24,51,22,17,28,22,15,24,26
22626,CFAP69,0,0,0,0,0,0,0,0,0,0
22627,LOC101927446,0,1,0,0,0,0,1,1,0,0
22628,GTPBP10,137,179,161,279,308,271,261,261,302,432
22629,LOC101409256,1,0,0,1,2,1,1,3,4,1
22630,CLDN12,0,0,1,9,15,4,2,3,11,5
22631,CDK14,588,878,491,1775,1155,1033,1146,1415,949,494
22632,FZD1,0,0,14,10,39,26,2,5,1,18
22633,MTERF1,238,170,291,132,154,150,141,159,114,124
22634,AKAP9,1990,1228,1932,1185,1949,2146,2930,1896,2033,2557
22635,CYP51A1,70,149,148,45,66,56,65,28,34,92
22636,CYP51A1-AS1,0,0,0,1,0,0,0,0,1,0
22637,LRRD1,0,0,0,0,0,0,2,0,0,0
22638,KRIT1,141,82,145,209,264,293,172,268,162,274
22639,MIR1285-1,0,0,2,0,0,1,0,3,0,1
22640,ANKIB1,274,206,211,385,469,586,391,459,278,576
22641,GATAD1,133,103,136,214,348,405,400,352,399,512
22642,ERVW-1,8,5,20,12,12,11,5,7,6,7
22643,PEX1,255,63,112,312,361,338,256,337,269,406
22644,RBM48,757,360,926,442,425,482,365,542,435,492
22645,MGC16142,1,0,0,18,11,13,10,27,30,20
22646,FAM133B,708,440,448,393,373,272,373,229,508,396
22647,CDK6,71,5,101,137,212,179,173,119,108,305
22648,RNU6-10P,0,0,0,0,0,0,0,0,0,0
22649,LOC101927497,0,0,0,0,0,0,0,0,0,0
22650,SAMD9,5331,1954,3433,10689,11107,7445,9290,9014,6280,7331
22651,SAMD9L,6897,1610,4282,11494,14334,6500,9201,9707,9095,5543
22652,HEPACAM2,0,0,0,0,0,0,0,0,0,1
22653,VPS50,60,12,60,36,96,89,55,78,34,93
22654,CALCR,0,0,0,0,1,0,0,0,0,0
22655,MIR653,0,0,0,0,0,0,0,0,0,0
22656,MIR489,0,0,0,0,0,0,0,0,0,0
22657,MIR4652,0,0,0,0,0,0,0,0,0,0
22658,TFPI2,0,0,0,0,0,0,0,0,0,0
22659,GNGT1,0,0,0,0,0,0,0,0,0,0
22660,GNG11,266,152,312,80,100,30,5,1,14,12
22661,BET1,44,147,198,30,45,50,30,44,35,56
22662,COL1A2,0,0,0,0,0,0,0,4,0,16
22663,CASD1,11,0,3,32,52,31,29,17,14,59
22664,SGCE,1,0,0,0,0,1,0,0,1,1
22665,PEG10,0,0,0,2,3,2,0,1,0,2
22666,PPP1R9A,0,0,23,7,3,4,2,4,2,4
22667,PON1,0,0,0,0,0,0,0,0,0,0
22668,PON3,0,0,0,1,0,0,0,0,0,0
22669,PON2,14,0,16,7,4,5,2,1,3,15
22670,ASB4,0,0,0,0,0,0,0,0,0,0
22671,PDK4,75,499,615,457,814,364,307,112,657,1557
22672,DYNC1I1,0,0,25,2,1,1,2,0,0,2
22673,SLC25A13,204,20,186,234,328,240,262,276,286,253
22674,MIR591,0,0,0,1,0,0,0,0,0,0
22675,C7orf76,0,0,0,0,0,0,0,0,0,0
22676,LOC100506136,0,0,0,0,0,0,0,0,0,1
22677,SHFM1,96,92,155,15,29,14,18,9,9,24
22678,DLX6-AS1,0,0,0,0,0,0,0,0,0,0
22679,DLX6,0,0,0,0,0,0,0,0,0,0
22680,DLX5,0,0,0,0,0,0,0,0,0,0
22681,SDHAF3,216,445,326,196,91,123,158,158,199,111
22682,TAC1,0,0,0,0,0,0,0,0,0,0
22683,ASNS,76,135,61,195,135,145,91,96,172,102
