Gene,PA1,PA2,PA3,PA4,PA5,HC06,HC07,HC1,HC15,HC23
NT5C1A,0,0,0,0,0,0,0,0,0,0
HPCAL4,0,0,0,6,5,5,3,0,0,2
PPIE,107,126,219,21,49,51,26,29,41,57
BMP8B,0,0,0,1,5,5,1,1,0,5
OXCT2,0,0,0,0,0,0,1,0,0,0
TRIT1,6,1,1,2,17,16,6,5,10,23
MYCL,28,0,77,25,73,87,22,44,21,44
MFSD2A,18,26,23,34,52,47,32,52,42,60
CAP1,39993,51035,58000,45502,44873,57753,62194,64208,57950,51189
PPT1,9872,18335,22058,11959,17175,22521,17924,15213,21127,18206
RLF,642,436,563,2945,2951,2457,2657,2423,1746,2500
TMCO2,0,12,0,3,0,1,2,1,2,1
ZMPSTE24,650,699,872,1494,1853,2173,1867,2157,2060,2601
COL9A2,180,212,162,314,698,743,791,774,969,2261
SMAP2,27108,29592,22436,76737,70604,99585,88512,93859,119776,131154
ZFP69B,11,0,9,36,27,39,20,27,25,26
ZFP69,0,47,11,11,22,18,7,18,19,22
EXO5,175,120,157,74,45,94,43,124,80,123
ZNF684,190,150,209,91,58,65,50,53,81,69
RIMS3,0,0,1,4,14,12,7,16,5,21
NFYC,2446,2936,2112,3745,4027,4320,3693,4027,4789,4609
KCNQ4,0,3,0,2,6,4,3,6,2,3
CITED4,6,94,5,223,118,332,359,302,440,202
CTPS1,15,0,3,3,13,8,2,1,3,13
SLFNL1,0,0,0,0,0,0,0,0,0,0
SCMH1,25,55,44,43,75,94,71,79,48,92
EDN2,0,0,0,0,0,2,0,0,0,0
HIVEP3,29,48,89,25,70,78,21,71,21,46
GUCA2B,0,0,0,0,0,0,0,0,0,0
GUCA2A,0,0,0,0,0,0,0,0,0,1
FOXJ3,820,413,500,1624,1916,1575,1534,1610,1070,1806
RIMKLA,0,0,2,6,7,6,13,9,13,5
ZMYND12,0,0,5,1,1,0,1,0,1,2
PPCS,2211,2543,3473,955,1010,1128,1041,1013,1240,1265
CCDC30,34,44,51,73,66,51,50,63,51,62
PPIH,41,35,50,36,63,79,53,44,46,94
YBX1,744,1209,1214,1866,2749,3418,2327,2785,2051,4285
CLDN19,0,0,0,1,0,0,0,0,0,4
P3H1,147,336,102,220,245,342,199,252,220,422
C1orf50,243,242,495,90,84,134,94,101,104,130
SVBP,462,835,859,284,259,359,386,278,391,370
ERMAP,88,188,152,281,298,262,230,304,234,341
ZNF691,114,223,42,61,59,74,49,79,73,90
SLC2A1,118,746,138,560,422,622,548,433,707,364
FAM183A,0,0,0,0,0,0,0,1,0,0
EBNA1BP2,121,1,135,43,65,54,50,44,45,107
CFAP57,0,0,0,5,0,3,0,2,1,1
TMEM125,0,0,0,0,0,0,1,0,0,2
C1orf210,1,0,1,1,2,1,0,3,1,1
TIE1,0,0,0,1,2,1,2,1,0,1
MPL,103,61,136,12,17,11,12,12,16,29
CDC20,11,0,28,6,5,11,5,0,5,14
ELOVL1,2960,2811,3510,1620,2144,2400,2267,2179,2950,2710
MED8,1046,1464,1063,582,721,780,783,632,808,877
SZT2,224,246,173,1263,1429,1606,1519,1715,874,1528
HYI,0,0,0,0,0,0,0,0,0,0
PTPRF,0,0,4,1,5,0,0,1,1,2
KDM4A,153,88,165,716,746,932,965,919,522,865
ST3GAL3,0,0,0,8,27,7,4,5,2,5
ARTN,0,0,0,1,0,0,0,0,0,0
IPO13,123,30,39,123,189,208,170,205,186,266
DPH2,11,49,64,9,19,34,4,4,7,22
ATP6V0B,28574,53239,22427,10974,9762,15461,11931,13211,20479,15179
B4GALT2,0,0,16,13,13,21,18,11,12,17
CCDC24,44,23,25,82,35,39,46,64,172,91
SLC6A9,0,0,1,0,1,0,0,0,0,0
KLF17,0,2,3,0,0,0,0,0,0,0
DMAP1,195,368,131,171,208,269,227,234,265,376
ERI3,95,6,105,18,30,37,22,17,26,52
RNF220,162,111,188,612,741,1130,747,968,734,1279
TMEM53,15,0,34,5,10,10,14,11,7,7
KIF2C,0,0,1,1,3,2,1,1,1,2
RPS8,691,677,830,628,1042,1242,605,486,760,1414
BEST4,17,19,15,13,21,9,6,9,10,38
PLK3,1845,1609,1375,4249,3164,3013,3311,2376,2295,4875
BTBD19,130,77,138,278,217,139,123,69,95,154
PTCH2,4,0,12,15,1,14,13,8,10,9
EIF2B3,22,0,47,1,11,7,3,5,2,8
HECTD3,132,317,43,366,533,577,500,540,449,760
UROD,445,473,624,133,187,252,184,249,278,315
ZSWIM5,2,4,0,0,4,2,0,0,0,1
HPDL,0,0,3,8,2,8,7,6,1,3
MUTYH,89,64,116,64,90,103,86,64,146,120
TOE1,86,39,95,66,109,80,73,62,71,157
TESK2,759,389,589,1023,1248,1100,1136,989,1012,1477
MMACHC,0,0,0,0,5,1,1,1,1,2
PRDX1,144,273,80,63,111,109,54,93,79,75
AKR1A1,180,167,283,48,84,99,51,43,63,92
NASP,874,476,1135,760,1206,623,732,427,701,719
CCDC17,283,262,186,507,697,528,474,513,719,587
GPBP1L1,2054,1714,1568,3316,4260,4094,3496,4152,2960,4147
TMEM69,247,296,263,203,267,282,218,267,287,310
IPP,155,35,128,68,93,75,74,88,53,84
MAST2,30,79,6,71,169,141,147,143,95,158
PIK3R3,5,29,24,20,44,37,51,57,13,59
TSPAN1,0,0,0,1,0,1,1,0,0,3
POMGNT1,3,0,0,13,40,41,26,35,34,42
LURAP1,0,0,0,0,0,0,0,0,0,0
RAD54L,0,0,0,1,6,2,4,2,2,8
LRRC41,45,81,165,61,104,143,91,93,88,214
UQCRH,486,608,531,150,214,263,210,178,185,291
NSUN4,1892,2853,681,103,116,114,236,289,74,135
FAAH,106,153,279,144,147,229,253,314,124,190
DMBX1,0,0,0,0,0,0,0,0,0,0
KNCN,0,0,0,0,0,0,0,0,0,0
MKNK1,2554,2941,3424,6960,4900,8057,6112,8645,6898,7367
MOB3C,320,163,286,493,479,635,383,904,661,518
ATPAF1,54,111,54,131,125,203,154,158,137,318
TEX38,16,0,19,2,1,0,0,0,1,2
EFCAB14,831,728,941,1850,2637,3306,2891,3032,2037,3697
CYP4B1,0,0,0,0,0,0,0,0,0,0
CYP4A11,0,0,0,0,0,0,0,0,0,0
CYP4X1,0,0,0,0,0,0,0,1,0,0
CYP4Z1,0,0,0,0,0,0,0,0,0,0
CYP4A22,0,0,0,0,0,0,0,0,0,0
PDZK1IP1,20,66,106,11,34,11,0,1,12,2
TAL1,45,59,3,28,54,29,9,3,10,11
STIL,0,0,1,2,5,4,4,3,2,7
CMPK1,183,242,367,342,571,525,348,396,374,638
FOXE3,0,0,0,0,0,0,0,0,0,0
FOXD2,8,0,17,8,5,10,3,9,7,10
TRABD2B,0,0,0,0,0,0,0,0,0,0
SLC5A9,48,125,43,67,90,164,152,109,309,245
SPATA6,21,86,107,118,254,232,170,128,193,647
AGBL4,0,0,0,0,0,0,0,0,0,0
BEND5,0,0,0,0,0,3,1,0,0,0
ELAVL4,0,0,0,0,0,0,0,0,0,0
DMRTA2,0,0,0,0,0,0,0,0,0,0
FAF1,31,100,72,63,105,158,133,149,117,200
CDKN2C,5,15,68,36,49,42,48,36,38,119
C1orf185,0,0,0,0,0,0,0,0,0,0
RNF11,1431,1177,1048,2796,2989,3008,3104,2822,2616,3397
TTC39A,22,19,43,40,45,29,49,13,37,25
EPS15,1201,1517,1402,2118,2316,2423,2639,2595,2057,2423
OSBPL9,1273,929,1558,2130,1502,2059,2430,2306,1807,1893
RAB3B,1968,1490,1286,1307,1428,1297,1501,1082,1540,1514
TXNDC12,5537,5430,7672,3373,3518,4528,3761,4052,5328,5267
KTI12,0,0,0,0,0,0,0,0,0,0
BTF3L4,1049,848,1536,704,786,870,709,635,887,1081
ZFYVE9,8,0,8,3,7,6,7,4,2,10
CC2D1B,322,164,270,793,873,1095,783,1011,562,1057
ORC1,6,0,7,5,6,6,5,5,3,9
PRPF38A,863,375,599,889,964,1036,1092,884,649,1128
GPX7,29,0,40,11,13,19,8,16,16,16
COA7,0,60,14,0,14,6,0,7,3,8
ZYG11B,360,524,509,1956,1335,1665,1547,1963,1344,1477
ZYG11A,0,1,0,0,0,0,0,0,0,1
ECHDC2,53,0,19,13,14,21,31,1,5,27
SCP2,470,615,1112,178,317,236,353,168,232,382
PODN,0,0,0,0,0,1,1,0,0,2
SLC1A7,0,0,0,0,0,1,0,0,1,3
CPT2,234,367,469,357,550,536,564,590,400,661
MAGOH,402,464,408,629,610,728,688,474,761,807
LRP8,1,49,0,5,10,10,0,0,4,14
DMRTB1,0,1,1,0,0,0,0,0,0,0
GLIS1,0,0,0,0,0,0,0,0,0,3
NDC1,22,0,0,17,49,36,12,14,15,28
YIPF1,1896,1588,1544,1768,1786,2231,2755,2362,2792,2278
DIO1,6,0,3,2,4,2,4,7,2,5
HSPB11,473,351,640,123,137,178,232,150,171,219
LRRC42,89,91,114,139,128,218,227,199,125,202
LDLRAD1,0,0,0,0,0,0,0,0,0,0
TMEM59,15899,16317,19347,5276,5775,7523,6748,6423,8835,7437
TCEANC2,262,127,136,314,423,391,336,397,288,500
CDCP2,0,0,0,0,0,0,0,0,0,0
CYB5RL,1,0,0,1,2,1,1,0,0,5
MRPL37,82,250,152,21,48,55,31,30,23,72
SSBP3,152,274,276,221,442,746,419,516,528,1974
ACOT11,0,1,0,18,40,37,55,58,33,66
FAM151A,0,0,0,3,2,4,6,5,3,4
MROH7,0,0,3,4,4,5,6,3,6,4
TTC4,0,0,0,0,0,7,2,1,0,5
PARS2,1,0,11,12,7,20,13,17,15,24
TTC22,5,0,19,63,44,74,92,111,77,83
DHCR24,0,0,13,3,9,4,1,1,12,14
TMEM61,0,0,0,0,0,0,0,0,0,0
BSND,0,17,0,0,0,0,0,0,0,0
PCSK9,0,0,0,0,0,2,3,2,3,0
USP24,568,246,830,833,1068,1525,1199,1250,636,1590
PRKAA2,0,0,0,0,0,0,0,0,0,0
C8A,0,0,0,0,0,0,0,0,0,0
C8B,0,0,0,1,3,5,1,0,0,0
DAB1,0,0,0,3,1,1,2,6,1,2
OMA1,454,386,794,449,739,615,415,640,741,437
TACSTD2,3,0,81,21,163,233,45,221,167,75
MYSM1,643,292,359,2627,2651,2148,1866,2241,1204,1977
JUN,88,243,35,1071,1599,923,1263,1108,524,801
FGGY,105,303,102,108,79,98,70,134,164,90
HOOK1,5,69,1,7,8,10,7,11,2,16
CYP2J2,0,0,0,0,0,0,0,0,0,1
C1orf87,0,0,0,2,1,0,0,0,0,0
NFIA,45,20,48,10,20,20,16,13,18,30
TM2D1,289,399,665,222,263,268,223,242,269,268
L1TD1,116,106,106,64,74,94,89,80,98,83
KANK4,0,0,0,0,2,0,0,0,0,0
USP1,730,634,980,1185,1456,1161,1398,1159,1004,1350
DOCK7,5,0,4,3,10,3,4,2,6,3
ANGPTL3,0,0,0,0,0,0,0,0,0,0
ATG4C,115,36,129,63,74,91,64,91,91,129
FOXD3,0,0,0,0,1,0,3,0,1,1
ALG6,234,170,142,292,229,255,252,300,281,330
ITGB3BP,55,7,74,32,27,12,13,14,31,12
EFCAB7,25,2,28,28,30,11,29,21,27,8
PGM1,690,1457,759,1444,667,1283,1852,1329,1156,691
ROR1,0,0,8,0,0,0,1,0,0,0
UBE2U,0,0,0,0,0,0,0,0,0,0
CACHD1,3,0,28,41,19,37,46,43,22,13
RAVER2,52,161,27,153,151,89,169,46,45,105
JAK1,7112,7658,7855,23232,23930,27289,29421,27438,20374,27772
AK4,48,74,73,46,48,36,33,53,40,34
DNAJC6,0,0,0,2,6,2,0,0,1,1
LEPROT,3082,1464,2073,2292,2495,2416,2337,2804,1729,2799
LEPR,72,180,38,139,117,110,121,93,130,140
PDE4B,8435,5885,10491,14614,18622,8463,14943,7085,7768,18113
SGIP1,0,21,0,0,0,0,0,0,0,1
INSL5,0,0,0,0,0,0,0,0,0,0
MIER1,4721,4210,7264,5218,6226,5569,5574,5820,5591,5513
SLC35D1,108,193,182,130,175,184,131,119,86,180
C1orf141,0,0,0,0,0,0,0,0,0,0
IL23R,1,0,0,0,0,0,0,0,0,0
IL12RB2,5,0,0,1,0,3,1,2,3,6
SERBP1,700,1038,893,1216,1412,1707,1509,1650,1286,2111
GADD45A,192,360,463,431,376,358,645,315,624,466
GNG12,2,0,1,0,0,0,2,0,0,2
DIRAS3,1,1,1,0,1,4,3,7,1,3
WLS,2372,2000,1392,3123,3045,7658,5419,3983,3704,3785
RPE65,0,0,0,0,0,0,0,0,0,0
DEPDC1,0,0,0,3,5,0,0,0,1,0
LRRC7,0,0,8,0,0,0,0,1,0,1
LRRC40,34,133,58,29,35,43,42,44,27,61
SRSF11,2046,2247,2237,3110,3758,2931,2962,2908,2817,3816
ANKRD13C,49,29,60,45,75,81,74,41,49,113
CTH,4,0,1,2,2,2,9,3,1,7
PTGER3,0,0,0,2,8,4,2,0,2,5
ZRANB2,637,552,530,459,542,517,485,619,483,687
NEGR1,0,0,0,2,7,22,14,14,6,4
LRRIQ3,8,0,0,1,0,0,0,1,0,0
FPGT-TNNI3K,0,0,0,0,0,0,0,0,0,0
FPGT,211,532,454,225,137,214,273,272,261,226
TNNI3K,0,0,0,0,0,0,0,0,0,0
ERICH3,0,0,0,0,0,1,0,0,0,0
CRYZ,10,1,4,1,10,15,7,1,1,20
TYW3,3,8,34,9,20,25,8,2,4,21
LHX8,0,0,0,0,0,0,0,0,0,0
SLC44A5,0,0,0,0,2,2,0,1,0,0
ACADM,128,122,286,65,91,79,71,62,55,95
RABGGTB,190,294,199,171,243,170,149,160,158,267
MSH4,3,0,0,2,2,6,1,3,4,5
ASB17,0,0,0,0,0,0,0,0,0,0
ST6GALNAC3,106,278,155,132,100,107,128,136,148,103
ST6GALNAC5,0,0,0,0,0,0,0,0,0,0
PIGK,129,73,242,167,172,193,303,219,212,372
AK5,3,40,1,7,7,7,3,1,2,4
ZZZ3,39,1,77,42,82,69,62,57,31,100
USP33,1143,837,1020,1656,2020,1660,1597,1543,1429,1597
NEXN,20,31,27,16,52,17,6,3,8,20
FUBP1,282,287,370,473,387,538,489,530,242,609
DNAJB4,52,58,79,31,31,17,13,26,23,24
GIPC2,2,0,0,0,0,0,0,0,0,0
PTGFR,0,0,0,1,1,0,0,0,0,2
IFI44L,14776,193,8032,2433,1689,272,1399,277,660,394
IFI44,9148,418,3377,3032,2180,288,1383,329,753,405
ADGRL4,0,0,0,0,0,0,0,0,0,0
ADGRL2,0,0,0,0,0,0,0,0,0,0
TTLL7,0,0,0,6,4,5,6,1,3,4
PRKACB,100,13,216,77,135,137,111,87,57,152
SAMD13,0,0,0,2,0,0,0,0,0,0
DNASE2B,0,0,0,0,0,0,0,0,0,0
RPF1,341,431,461,303,325,446,373,350,398,480
GNG5,6257,6337,8006,3925,3544,5273,5848,4309,8048,5557
SPATA1,469,153,602,280,226,184,167,193,146,157
CTBS,5257,6324,6000,8202,8114,9510,9083,8204,8797,9345
SSX2IP,71,67,120,76,86,61,54,41,46,134
LPAR3,0,0,0,0,0,0,0,0,0,2
MCOLN2,0,0,0,3,7,11,0,1,1,3
MCOLN3,0,0,0,1,0,0,0,0,0,3
SYDE2,0,0,0,2,1,1,0,1,0,0
C1orf52,1109,1072,1236,877,989,896,789,662,867,952
BCL10,5508,5038,7375,1630,1700,1764,1584,1437,1898,1752
DDAH1,0,0,16,1,1,2,0,0,0,0
ZNHIT6,0,0,41,9,15,25,13,5,8,22
COL24A1,15,0,0,1,3,3,1,0,2,6
ODF2L,480,175,175,708,373,427,445,384,344,528
CLCA2,0,0,0,0,0,1,0,1,0,1
CLCA1,0,0,0,0,0,2,0,0,0,0
CLCA4,0,0,0,1,0,0,0,1,0,0
SH3GLB1,9369,8242,8695,14308,11976,11511,13221,13086,12282,8711
HS2ST1,220,298,217,1023,742,575,481,662,445,497
LMO4,238,207,267,860,1253,1188,1297,1216,1343,996
PKN2,4626,2115,2493,7688,8219,7810,5520,7485,5196,6838
GTF2B,1702,1158,1579,1596,1590,1683,1692,1498,1683,1647
RBMXL1,705,517,412,1306,1212,1091,1422,1259,954,1119
GBP3,1137,286,798,346,1110,269,421,325,498,118
GBP1,13732,4321,17024,7550,15547,5141,6256,8531,9588,1866
GBP2,24931,11761,23858,33322,49373,21928,35245,30706,29411,16250
GBP7,0,0,0,4,0,2,3,1,1,0
GBP4,2960,514,1976,2155,7060,2290,2273,2398,4188,1466
GBP5,16585,3756,16373,24055,52164,12588,14343,18628,19285,4358
GBP6,75,0,171,108,375,73,76,93,147,28
LRRC8B,90,137,185,481,355,123,239,224,63,344
LRRC8C,94,12,162,151,226,159,117,97,129,139
LRRC8D,106,122,135,243,317,383,369,261,253,466
ZNF326,69,11,9,127,139,110,148,93,76,189
BARHL2,0,0,0,0,0,0,0,0,0,0
ZNF644,135,54,125,214,276,224,208,184,125,352
HFM1,0,0,1,5,8,4,0,3,1,0
CDC7,32,45,29,31,68,23,6,30,6,20
TGFBR3,34,0,0,26,53,83,5,21,13,81
BRDT,2,0,0,0,0,0,0,0,0,0
EPHX4,0,0,0,0,0,1,0,0,0,1
SETSIP,0,0,0,0,0,0,0,0,0,1
BTBD8,17,0,0,6,9,4,5,2,3,4
C1orf146,0,0,1,1,0,0,1,1,0,0
GLMN,35,29,28,13,19,19,14,15,8,17
RPAP2,1,0,70,19,40,37,13,30,33,41
GFI1,9,0,7,15,41,16,16,11,14,41
EVI5,632,230,440,577,568,504,572,470,354,531
RPL5,350,583,333,487,821,981,401,345,436,1072
MTF2,914,691,927,449,704,617,587,603,469,986
TMED5,1317,1068,1270,1906,2610,2297,2265,2509,1951,2804
CCDC18,162,137,100,92,96,134,134,142,134,153
DR1,1118,1104,1407,2044,2707,2975,2832,2374,2532,2712
FNBP1L,4,0,0,18,35,20,21,16,16,19
BCAR3,2,0,0,6,2,2,4,3,1,6
DNTTIP2,1518,1188,1680,1329,1097,829,1533,797,1053,1393
GCLM,412,534,358,361,362,351,559,438,397,251
ABCA4,0,0,0,0,0,2,0,1,0,0
ARHGAP29,0,0,15,3,3,3,2,2,1,0
ABCD3,72,15,21,72,140,114,133,149,67,177
F3,8,1,2,8,14,4,2,5,1,8
SLC44A3,5,2,17,3,4,8,5,12,12,1
CNN3,18,6,33,0,4,2,0,0,0,3
ALG14,11,86,2,6,5,7,9,6,8,11
RWDD3,158,240,273,38,46,33,43,49,71,59
PTBP2,415,610,699,281,265,247,197,242,140,253
DPYD,2066,1260,1734,2309,3503,2832,2986,2891,2007,2571
SNX7,0,0,0,2,0,0,0,0,0,0
PALMD,0,0,0,0,0,0,0,0,0,1
FRRS1,0,0,7,23,37,31,31,61,21,70
AGL,154,119,49,253,301,282,281,340,169,326
SLC35A3,69,31,111,114,153,154,121,96,104,196
SASS6,126,142,92,143,184,120,118,183,99,187
TRMT13,32,0,13,58,70,57,44,48,50,55
LRRC39,0,0,2,10,13,19,6,9,7,15
DBT,154,9,161,79,75,112,59,129,66,126
RTCA,380,164,265,353,481,367,395,372,433,453
CDC14A,522,254,262,589,638,487,574,545,498,593
GPR88,0,0,10,0,2,1,1,0,0,0
VCAM1,0,0,0,0,0,1,0,0,0,0
EXTL2,5,10,1,1,5,3,1,2,3,10
SLC30A7,960,525,1151,435,686,533,440,580,479,535
DPH5,0,0,54,13,14,19,9,11,9,16
S1PR1,119,142,552,143,208,302,182,178,149,489
OLFM3,0,0,0,0,0,0,0,0,0,0
COL11A1,0,0,0,0,0,0,0,0,0,0
RNPC3,804,777,813,770,961,870,854,945,763,1057
AMY2B,559,302,417,981,1107,624,673,548,841,806
AMY2A,13,14,17,28,30,25,41,16,38,48
AMY1A,0,0,0,0,0,0,0,0,0,0
AMY1C,0,0,0,0,0,0,0,0,0,0
AMY1B,0,0,0,0,0,0,0,0,0,0
PRMT6,0,0,5,2,10,11,4,5,3,7
NTNG1,0,0,0,0,0,0,0,0,0,0
VAV3,634,1369,666,2494,2036,2382,2994,2313,1826,2101
SLC25A24,59,27,213,141,199,344,412,294,288,433
NBPF4,0,0,0,0,0,0,0,0,0,0
NBPF6,0,0,0,0,0,0,0,0,0,0
HENMT1,506,928,561,314,169,287,357,265,268,292
PRPF38B,2510,2354,1937,5171,4246,4011,4631,3503,4301,4605
FNDC7,2,0,0,5,5,3,3,1,4,5
STXBP3,5191,4665,6028,4251,4667,4195,4252,3914,4060,4655
AKNAD1,0,0,0,2,0,1,0,4,1,1
GPSM2,35,156,273,292,243,383,430,310,234,346
CLCC1,50,10,28,111,103,131,138,125,85,194
WDR47,508,159,372,647,684,681,679,728,471,890
TAF13,25,40,23,183,166,163,184,85,106,235
TMEM167B,3124,3426,2770,3929,4418,4111,4125,4561,3779,4734
CELSR2,0,0,0,2,7,2,2,2,1,4
PSRC1,113,178,133,233,243,214,262,215,378,433
MYBPHL,0,0,0,2,0,0,1,0,1,1
SORT1,1042,1006,996,1279,2320,2050,2622,2256,2162,2353
PSMA5,811,976,1512,336,516,470,331,408,507,511
SYPL2,0,0,0,0,0,0,0,0,0,0
ATXN7L2,79,41,49,95,132,175,123,131,140,158
CYB561D1,273,140,191,859,974,1605,1100,1493,945,1245
AMIGO1,0,0,1,5,3,4,1,1,0,2
GPR61,0,0,3,3,14,4,11,2,5,17
GNAI3,10557,7808,12364,6308,6464,6630,7608,5612,7110,9103
GNAT2,159,85,55,101,143,88,69,90,42,95
AMPD2,10762,15685,5663,28711,31458,34680,25489,21243,23304,53078
GSTM4,110,283,494,104,210,331,446,321,244,319
GSTM2,136,1022,74,201,316,354,341,342,250,348
GSTM1,43,394,33,40,79,95,112,70,73,58
GSTM5,0,2,0,0,0,0,3,0,0,3
GSTM3,49,1,36,11,8,7,8,10,16,18
EPS8L3,0,0,0,2,1,0,0,0,0,0
CSF1,328,420,623,1199,1384,1978,1973,1517,1691,1542
AHCYL1,938,1113,762,1793,2333,2562,2183,2378,1785,2927
STRIP1,1419,830,1369,1010,1290,1382,1099,1338,817,1363
ALX3,24,3,10,53,79,81,75,71,50,75
UBL4B,0,0,0,0,0,0,0,1,0,0
SLC6A17,0,0,0,0,0,0,1,0,0,0
KCNC4,8,0,0,6,5,22,64,20,21,27
RBM15,197,127,98,477,395,525,467,364,249,458
SLC16A4,57,51,36,39,37,30,42,30,35,17
LAMTOR5,6388,10081,8576,2413,1246,1969,2278,1475,2550,1288
PROK1,0,0,0,0,0,0,0,1,0,0
KCNA10,0,0,0,0,0,0,0,0,0,0
KCNA2,0,0,0,0,2,0,0,0,0,0
KCNA3,44,0,64,63,87,88,15,9,7,69
CD53,26596,26872,30305,27537,35610,34505,32794,32404,45500,34944
LRIF1,593,795,813,1096,1172,1153,922,1305,790,1202
DRAM2,620,776,653,414,665,400,509,366,449,400
CEPT1,259,711,312,496,525,397,441,348,404,423
DENND2D,336,481,341,538,357,468,444,352,339,393
CHI3L2,21,0,0,2,2,20,2,2,6,13
CHIA,0,0,0,0,0,0,0,0,0,0
PIFO,0,0,0,0,1,1,0,4,1,2
OVGP1,25,0,0,8,12,13,4,7,5,16
WDR77,48,133,180,45,60,70,50,46,38,96
C1orf162,1518,3546,4493,1718,1662,1807,1743,1634,2692,1940
TMIGD3,14,89,135,104,26,66,70,46,72,95
ADORA3,47,271,885,115,220,274,204,370,423,306
RAP1A,4502,5020,3680,9994,13517,12656,13652,10931,18458,15118
DDX20,101,247,237,227,283,314,226,342,247,473
KCND3,0,0,0,2,6,1,0,2,1,0
CTTNBP2NL,1,0,0,2,9,5,0,0,1,3
WNT2B,0,0,0,0,3,2,1,0,0,2
ST7L,94,52,98,78,100,33,56,47,58,49
CAPZA1,68599,41885,88745,20043,19162,18727,18269,19059,20908,17015
MOV10,1209,285,516,977,1639,673,682,779,976,608
RHOC,166,114,198,70,198,79,31,25,85,91
PPM1J,3,0,0,7,4,5,4,2,6,2
SLC16A1,1,0,39,4,8,13,1,4,1,14
LRIG2,61,79,29,71,80,89,85,73,31,113
MAGI3,36,94,31,90,68,40,39,50,56,36
PHTF1,843,521,617,1110,928,728,843,582,668,657
RSBN1,794,1336,697,1606,1124,1074,1559,1104,1100,1077
PTPN22,165,466,729,458,511,705,583,651,545,614
BCL2L15,14,1,32,10,25,15,5,10,10,17
AP4B1,177,189,209,112,130,217,142,135,209,234
DCLRE1B,43,0,36,25,49,90,44,52,36,122
HIPK1,5018,3916,4681,10212,9715,9214,8097,8987,4405,10680
OLFML3,41,51,0,26,17,2,11,5,7,6
SYT6,0,0,0,0,0,0,0,0,0,0
TRIM33,2917,2419,2328,5235,5535,5338,5610,5349,5419,5321
BCAS2,1218,1431,1322,371,431,567,587,428,563,672
DENND2C,1,0,30,8,15,6,7,5,8,8
AMPD1,0,0,0,2,2,1,0,1,0,1
NRAS,362,124,403,643,1018,774,751,729,646,881
CSDE1,5065,3556,4544,12551,14003,14509,13490,15656,11372,15352
SIKE1,263,331,332,483,501,587,461,547,432,588
SYCP1,0,0,0,0,0,0,0,0,0,0
TSHB,16,0,11,11,20,12,5,6,9,20
TSPAN2,1407,704,3693,2368,3620,2868,2656,2221,4933,4707
NGF,0,0,0,0,0,0,0,0,0,0
VANGL1,0,0,1,6,4,5,2,0,1,9
CASQ2,0,0,0,0,0,0,0,0,0,0
NHLH2,0,0,0,0,0,0,0,2,0,0
SLC22A15,773,652,487,2378,1864,2302,2120,1640,1677,1944
MAB21L3,564,428,214,541,489,372,433,339,788,448
ATP1A1,218,452,261,737,1107,1281,779,717,669,1710
CD58,6178,8245,9903,3056,3256,3143,2989,2886,4127,2795
IGSF3,2,0,0,0,0,0,0,0,0,1
CD2,107,0,126,48,63,117,18,12,30,108
PTGFRN,14,1,0,0,6,2,0,2,0,5
CD101,73,7,491,115,387,684,583,485,262,549
TTF2,26,0,45,28,36,39,19,28,16,219
TRIM45,1,0,0,2,4,6,2,3,3,17
VTCN1,0,0,0,0,0,0,0,1,0,0
MAN1A2,107,189,43,300,313,451,610,508,769,698
GDAP2,874,520,1404,967,1154,955,881,901,878,988
WDR3,79,74,47,32,52,63,57,44,29,75
SPAG17,1,0,0,0,1,0,0,0,0,0
TBX15,0,0,0,0,0,0,0,0,0,0
WARS2,8,0,0,4,5,9,1,0,0,4
HAO2,0,0,0,1,0,0,0,0,0,0
HSD3B2,0,3,1,0,0,0,0,0,0,0
HSD3B1,0,0,0,0,0,0,0,0,0,0
ZNF697,71,174,13,172,32,119,209,169,77,92
PHGDH,5,0,0,0,0,0,0,0,0,3
HMGCS2,0,0,0,0,1,0,0,0,0,0
REG4,0,68,22,1,0,0,0,0,0,0
ADAM30,0,0,0,0,0,1,0,0,0,0
NOTCH2,6121,5799,3398,24757,23360,25452,25549,24667,15070,23172
SEC22B,5183,5497,6757,2218,1833,2406,1892,2573,1794,2040
NBPF8,2315,2821,1637,4715,4536,3289,6609,5239,4974,6190
PPIAL4A,8,10,11,1,2,1,1,1,0,0
FAM72B,26,63,15,7,18,10,7,5,10,11
SRGAP2C,1242,197,733,257,411,402,267,346,134,460
FAM72C,11,24,3,6,13,8,1,5,9,7
PPIAL4F,0,0,0,0,0,0,0,0,0,0
PPIAL4E,0,0,0,0,0,0,0,0,0,0
NBPF15,2405,2974,1620,5250,5680,4196,6884,5729,6533,6733
SRGAP2B,3999,786,3014,1395,2215,1552,1595,1425,1612,2545
FAM72D,10,17,4,13,9,11,12,7,12,24
NBPF20,2222,3374,1470,4426,4855,3882,5561,5017,3293,5089
GPR89A,19,22,37,52,38,56,32,26,30,66
PDZK1,3,0,0,8,7,5,2,3,4,6
CD160,7,0,24,6,13,12,4,11,13,18
RNF115,99,6,130,91,110,115,93,118,82,155
POLR3C,166,146,251,122,236,197,144,173,128,228
NUDT17,7,100,23,27,51,47,55,46,23,64
PIAS3,128,62,258,292,329,443,237,322,297,464
ANKRD35,0,0,0,1,0,2,0,0,0,0
ITGA10,0,72,10,4,18,13,6,16,11,17
